,0
pitch_initial,7.381360994997105
pitch_pre_bout,7.806468674130527
pitch_peak,9.330179176107494
pitch_post_bout,10.756567542322301
pitch_end,11.095945920156604
pitch_max_angvel,8.499135799160793
traj_peak,10.990369071218842
spd_peak,12.116392875624918
rot_total,3.3752065473251007
rot_l_decel,1.4263883662148031
rot_to_max_angvel,1.117774804163639
bout_displ,1.4460415799265953
atk_ang,1.6601898951113405
