,0
pitch_initial,3.0471337188022525
pitch_pre_bout,3.135573132068051
pitch_peak,4.484992164863796
pitch_post_bout,6.273047231832045
pitch_end,6.836510886468667
pitch_max_angvel,3.562974701691416
traj_peak,5.582785861408373
spd_peak,10.356036644226192
rot_total,3.2259135130297985
rot_l_decel,1.7880550669682378
rot_to_max_angvel,0.5158409828891752
bout_displ,1.3417085348916074
atk_ang,1.0977936965445798
